"id","building_id","local_id","street","x","y","zipcode"
120,"55","",Aldershvilevej,12.46576734,55.76280336,2880
121,"59","",Aldershvilevej,12.46543342,55.76285559,2880
122,"61","",Aldershvilevej,12.46558524,55.76218396,2880
123,"62","",Aldershvilevej,12.46483294,55.76328955,2880
124,"63","",Aldershvilevej,12.46511151,55.76249351,2880
125,"65A","",Aldershvilevej,12.46474461,55.76275805,2880
126,"65B","",Aldershvilevej,12.46483151,55.76222439,2880
127,"67A","",Aldershvilevej,12.46444759,55.76236182,2880
128,"67B","",Aldershvilevej,12.4643206,55.76272416,2880
129,"68","",Aldershvilevej,12.46373469,55.76303489,2880
130,"69A","",Aldershvilevej,12.46402755,55.7627086,2880
131,"69B","",Aldershvilevej,12.46409728,55.76226534,2880
132,"70","",Aldershvilevej,12.463368,55.763009,2880
133,"71A","",Aldershvilevej,12.4636915,55.76264166,2880
134,"71B","",Aldershvilevej,12.4637726,55.76232458,2880
135,"72","",Aldershvilevej,12.46301115,55.76298076,2880
136,"73A","",Aldershvilevej,12.46384597,55.76207498,2880
137,"73B","",Aldershvilevej,12.4636355,55.76199622,2880
138,"75A","",Aldershvilevej,12.46341723,55.7623382,2880
139,"75B","",Aldershvilevej,12.46329866,55.76263727,2880
140,"76","",Aldershvilevej,12.46210572,55.76302635,2880
141,"77A","",Aldershvilevej,12.46297641,55.7626737,2880
142,"77B","",Aldershvilevej,12.46305105,55.76224963,2880
143,"77C","",Aldershvilevej,12.46316671,55.76201115,2880
144,"78","",Aldershvilevej,12.46181555,55.76292277,2880
145,"79A","",Aldershvilevej,12.46267285,55.76253255,2880
146,"79B","",Aldershvilevej,12.46271585,55.76225693,2880
147,"80A","",Aldershvilevej,12.46141773,55.76311948,2880
148,"80B","",Aldershvilevej,12.46134205,55.76278228,2880
149,"81","",Aldershvilevej,12.46262457,55.76196144,2880
150,"82","",Aldershvilevej,12.46090759,55.76282474,2880
151,"83","",Aldershvilevej,12.4622668,55.76244043,2880
152,"84","",Aldershvilevej,12.46059249,55.76286985,2880
153,"86A","",Aldershvilevej,12.46025268,55.76296907,2880
154,"86B","1",Aldershvilevej,12.46021059,55.76283431,2880
155,"88","",Aldershvilevej,12.4597858,55.76282749,2880
156,"90","",Aldershvilevej,12.45953618,55.76271548,2880
157,"91","",Aldershvilevej,12.46086883,55.76250628,2880
158,"92","",Aldershvilevej,12.45919117,55.76264626,2880
159,"93","1",Aldershvilevej,12.46035478,55.76246412,2880
160,"94","",Aldershvilevej,12.45886542,55.76273672,2880
161,"96A","1.th",Aldershvilevej,12.45814377,55.76295944,2880
162,"96A","1.tv",Aldershvilevej,12.45814377,55.76295944,2880
163,"96B","1.th",Aldershvilevej,12.45839768,55.76295265,2880
164,"96B","1",Aldershvilevej,12.45839768,55.76295265,2880
165,"97","1.mf",Aldershvilevej,12.45964897,55.7624084,2880
166,"97","1.th",Aldershvilevej,12.45964897,55.7624084,2880
167,"137","",Aldershvilevej,12.452718,55.76309021,2880
168,"97","1.tv",Aldershvilevej,12.45964897,55.7624084,2880
169,"98A","1.tv",Aldershvilevej,12.45851327,55.76285687,2880
170,"98A","1.th",Aldershvilevej,12.45851327,55.76285687,2880
171,"97",st.th,Aldershvilevej,12.45964897,55.7624084,2880
172,"98B","1.tv",Aldershvilevej,12.45850189,55.76272133,2880
173,"98B","1.th",Aldershvilevej,12.45850189,55.76272133,2880
174,"98C","1.th",Aldershvilevej,12.45849104,55.76258983,2880
175,"98C","1.tv",Aldershvilevej,12.45849104,55.76258983,2880
176,"99","1.mf",Aldershvilevej,12.45928294,55.76238086,2880
177,"99","1.th",Aldershvilevej,12.45928294,55.76238086,2880
178,"99","1.tv",Aldershvilevej,12.45928294,55.76238086,2880
179,"100","1.g",Aldershvilevej,12.45776824,55.76253673,2880
180,"100","1.k",Aldershvilevej,12.45776824,55.76253673,2880
181,"100","1.l",Aldershvilevej,12.45776824,55.76253673,2880
182,"100","1.m",Aldershvilevej,12.45776824,55.76253673,2880
183,"100","1.h",Aldershvilevej,12.45776824,55.76253673,2880
184,"100","1.j",Aldershvilevej,12.45776824,55.76253673,2880
185,"101","",Aldershvilevej,12.45885846,55.76229121,2880
186,"102","1.th",Aldershvilevej,12.45778053,55.76262144,2880
187,"102","1.tv",Aldershvilevej,12.45778053,55.76262144,2880
188,"103A","1.tv",Aldershvilevej,12.4584063,55.7614068,2880
189,"103A","1.th",Aldershvilevej,12.4584063,55.7614068,2880
190,"103B","1.th",Aldershvilevej,12.458398,55.76153093,2880
191,"103B","1.tv",Aldershvilevej,12.458398,55.76153093,2880
192,"103C","1.th",Aldershvilevej,12.45835818,55.7616502,2880
193,"103C","1.tv",Aldershvilevej,12.45835818,55.7616502,2880
194,"103D","1.th",Aldershvilevej,12.45834876,55.76178678,2880
195,"103D","1.tv",Aldershvilevej,12.45834876,55.76178678,2880
196,"103E","1.th",Aldershvilevej,12.45831051,55.76191301,2880
197,"103E","1.tv",Aldershvilevej,12.45831051,55.76191301,2880
198,"103F","1.th",Aldershvilevej,12.45830216,55.7620402,2880
199,"103F","1.tv",Aldershvilevej,12.45830216,55.7620402,2880
200,"103G","1.2",Aldershvilevej,12.45826029,55.7621651,2880
201,"103G","1.4",Aldershvilevej,12.45826029,55.7621651,2880
202,"103G","1.1",Aldershvilevej,12.45826029,55.7621651,2880
203,"103G","1.3",Aldershvilevej,12.45826029,55.7621651,2880
204,"103H","1.1",Aldershvilevej,12.45825208,55.76228672,2880
205,"103H","1.3",Aldershvilevej,12.45825208,55.76228672,2880
206,"103H","1.4",Aldershvilevej,12.45825208,55.76228672,2880
207,"103H","1.2",Aldershvilevej,12.45825208,55.76228672,2880
208,"104","1.th",Aldershvilevej,12.45759423,55.76267686,2880
209,"104","1.tv",Aldershvilevej,12.45759423,55.76267686,2880
210,"106","1.th",Aldershvilevej,12.45734952,55.76269391,2880
211,"106","1.tv",Aldershvilevej,12.45734952,55.76269391,2880
212,"107","1.th",Aldershvilevej,12.45761974,55.76229338,2880
213,"107","1.tv",Aldershvilevej,12.45761974,55.76229338,2880
214,"108","1.e",Aldershvilevej,12.45724979,55.7626086,2880
215,"108","1.f",Aldershvilevej,12.45724979,55.7626086,2880
216,"108","1.h",Aldershvilevej,12.45724979,55.7626086,2880
217,"108","1.a",Aldershvilevej,12.45724979,55.7626086,2880
218,"108","1.b",Aldershvilevej,12.45724979,55.7626086,2880
219,"108","1.c",Aldershvilevej,12.45724979,55.7626086,2880
220,"108","1.d",Aldershvilevej,12.45724979,55.7626086,2880
221,"108","1.g",Aldershvilevej,12.45724979,55.7626086,2880
222,"108","1.j",Aldershvilevej,12.45724979,55.7626086,2880
223,"108","1.k",Aldershvilevej,12.45724979,55.7626086,2880
224,"109","1.1",Aldershvilevej,12.4573404,55.76233173,2880
225,"109","1.2",Aldershvilevej,12.4573404,55.76233173,2880
226,"109","1.3",Aldershvilevej,12.4573404,55.76233173,2880
227,"109","1.4",Aldershvilevej,12.4573404,55.76233173,2880
228,"110A","1.tv",Aldershvilevej,12.45622391,55.76266068,2880
229,"110A","1.th",Aldershvilevej,12.45622391,55.76266068,2880
230,"110A","",Aldershvilevej,12.45622391,55.76266068,2880
231,"110B","1.th",Aldershvilevej,12.45610427,55.76267116,2880
232,"110B","1.tv",Aldershvilevej,12.45610427,55.76267116,2880
233,"111","1.3",Aldershvilevej,12.45709909,55.76234751,2880
234,"111","1.1",Aldershvilevej,12.45709909,55.76234751,2880
235,"111","1.2",Aldershvilevej,12.45709909,55.76234751,2880
236,"111","1.4",Aldershvilevej,12.45709909,55.76234751,2880
237,"112A","1.mf",Aldershvilevej,12.45597716,55.76286724,2880
238,"110B",st.th,Aldershvilevej,12.45610427,55.76267116,2880
239,"112A","1.th",Aldershvilevej,12.45597716,55.76286724,2880
240,"112A","1.tv",Aldershvilevej,12.45597716,55.76286724,2880
241,"112A","2.tv",Aldershvilevej,12.45597716,55.76286724,2880
242,"112B","1.th",Aldershvilevej,12.45578342,55.76288186,2880
243,"112B","1.tv",Aldershvilevej,12.45578342,55.76288186,2880
244,"113","1.1",Aldershvilevej,12.45686172,55.76236283,2880
245,"113","1.2",Aldershvilevej,12.45686172,55.76236283,2880
246,"113","1.3",Aldershvilevej,12.45686172,55.76236283,2880
247,"113","1.4",Aldershvilevej,12.45686172,55.76236283,2880
248,"114","1.th",Aldershvilevej,12.45556831,55.76292172,2880
249,"114","1.mf",Aldershvilevej,12.45556831,55.76292172,2880
250,"114","1.tv",Aldershvilevej,12.45556831,55.76292172,2880
251,"115","1.a",Aldershvilevej,12.45646807,55.76211523,2880
252,"115","1.c",Aldershvilevej,12.45646807,55.76211523,2880
253,"115","1.d",Aldershvilevej,12.45646807,55.76211523,2880
254,"115","1.b",Aldershvilevej,12.45646807,55.76211523,2880
255,"115","1.e",Aldershvilevej,12.45646807,55.76211523,2880
256,"115","1.f",Aldershvilevej,12.45646807,55.76211523,2880
257,"115","1.g",Aldershvilevej,12.45646807,55.76211523,2880
258,"115","1.h",Aldershvilevej,12.45646807,55.76211523,2880
259,"116A","1.tv",Aldershvilevej,12.45555535,55.76288522,2880
260,"116A","2.tv",Aldershvilevej,12.45555535,55.76288522,2880
261,"116A","1.th",Aldershvilevej,12.45555535,55.76288522,2880
262,"116B","1.tv",Aldershvilevej,12.45554599,55.76284251,2880
263,"116B","1.th",Aldershvilevej,12.45554599,55.76284251,2880
264,"117","1.c",Aldershvilevej,12.4562638,55.7623927,2880
265,"117","1.a",Aldershvilevej,12.4562638,55.7623927,2880
266,"117","1.b",Aldershvilevej,12.4562638,55.7623927,2880
267,"117","1.d",Aldershvilevej,12.4562638,55.7623927,2880
268,"118","1.th",Aldershvilevej,12.45553397,55.7628112,2880
269,"118","1.mf",Aldershvilevej,12.45553397,55.7628112,2880
270,"118","1.tv",Aldershvilevej,12.45553397,55.7628112,2880
271,"119","1.a",Aldershvilevej,12.4559302,55.76241081,2880
272,"119","1.b",Aldershvilevej,12.4559302,55.76241081,2880
273,"119","1.c",Aldershvilevej,12.4559302,55.76241081,2880
274,"119","1.d",Aldershvilevej,12.4559302,55.76241081,2880
275,"119","1.e",Aldershvilevej,12.4559302,55.76241081,2880
276,"119","1.f",Aldershvilevej,12.4559302,55.76241081,2880
277,"120","2.tv",Aldershvilevej,12.45552544,55.76276891,2880
278,"120","1.th",Aldershvilevej,12.45552544,55.76276891,2880
279,"120","1.tv",Aldershvilevej,12.45552544,55.76276891,2880
280,"121A","1.th",Aldershvilevej,12.45548813,55.76207556,2880
281,"121A","1.tv",Aldershvilevej,12.45548813,55.76207556,2880
282,"121B","1.th",Aldershvilevej,12.45550285,55.76218772,2880
283,"121B","1.tv",Aldershvilevej,12.45550285,55.76218772,2880
284,"121C","1.th",Aldershvilevej,12.45551757,55.76229997,2880
285,"121C","1.tv",Aldershvilevej,12.45551757,55.76229997,2880
286,"121D","1.th",Aldershvilevej,12.45553229,55.76241221,2880
287,"121D","1.tv",Aldershvilevej,12.45553229,55.76241221,2880
288,"122","1.th",Aldershvilevej,12.4555071,55.76272384,2880
289,"122","1.tv",Aldershvilevej,12.4555071,55.76272384,2880
290,"123","1.th",Aldershvilevej,12.45539343,55.76248113,2880
291,"123","1.tv",Aldershvilevej,12.45539343,55.76248113,2880
292,"124","",Aldershvilevej,12.45487504,55.76281311,2880
293,"125","1.mf",Aldershvilevej,12.45524392,55.76251618,2880
294,"125","2.th",Aldershvilevej,12.45524392,55.76251618,2880
295,"125","2.tv",Aldershvilevej,12.45524392,55.76251618,2880
296,"125",kl,Aldershvilevej,12.45524392,55.76251618,2880
297,"125","1.th",Aldershvilevej,12.45524392,55.76251618,2880
298,"125","1.tv",Aldershvilevej,12.45524392,55.76251618,2880
299,"126","1.th",Aldershvilevej,12.45381292,55.76296393,2880
300,"126","1.tv",Aldershvilevej,12.45381292,55.76296393,2880
301,"126","",Aldershvilevej,12.45381292,55.76296393,2880
302,"127","1.th",Aldershvilevej,12.45483442,55.76255773,2880
303,"127","1.tv",Aldershvilevej,12.45483442,55.76255773,2880
304,"127","2.tv",Aldershvilevej,12.45483442,55.76255773,2880
305,"127","3.th",Aldershvilevej,12.45483442,55.76255773,2880
306,"127","3.tv",Aldershvilevej,12.45483442,55.76255773,2880
307,"127","2.th",Aldershvilevej,12.45483442,55.76255773,2880
308,"128","",Aldershvilevej,12.45335276,55.76312694,2880
309,"129","1.th",Aldershvilevej,12.45443552,55.76257327,2880
310,"129","2.th",Aldershvilevej,12.45443552,55.76257327,2880
311,"129","3.tv",Aldershvilevej,12.45443552,55.76257327,2880
312,"129","1.tv",Aldershvilevej,12.45443552,55.76257327,2880
313,"129","2.tv",Aldershvilevej,12.45443552,55.76257327,2880
314,"129","3.th",Aldershvilevej,12.45443552,55.76257327,2880
315,"130","",Aldershvilevej,12.45307238,55.76330871,2880
316,"131","1.tv",Aldershvilevej,12.45335111,55.76281822,2880
317,"131","2.tv",Aldershvilevej,12.45335111,55.76281822,2880
318,"131","3.th",Aldershvilevej,12.45335111,55.76281822,2880
319,"131","1.th",Aldershvilevej,12.45335111,55.76281822,2880
320,"131","2.th",Aldershvilevej,12.45335111,55.76281822,2880
321,"131","3.tv",Aldershvilevej,12.45335111,55.76281822,2880
322,"132","",Aldershvilevej,12.45212164,55.76359934,2880
323,"133","1.th",Aldershvilevej,12.45329628,55.76284368,2880
324,"133","1.tv",Aldershvilevej,12.45329628,55.76284368,2880
325,"133","2.tv",Aldershvilevej,12.45329628,55.76284368,2880
326,"133","3.th",Aldershvilevej,12.45329628,55.76284368,2880
327,"133","3.tv",Aldershvilevej,12.45329628,55.76284368,2880
328,"133","2.th",Aldershvilevej,12.45329628,55.76284368,2880
329,"133","",Aldershvilevej,12.45329628,55.76284368,2880
330,"134","",Aldershvilevej,12.45198042,55.76367057,2880
331,"135","",Aldershvilevej,12.45301138,55.76298521,2880
332,"136","",Aldershvilevej,12.45136966,55.7641668,2880
333,"138","",Aldershvilevej,12.45136732,55.76451716,2880
334,"139","",Aldershvilevej,12.45221912,55.76317437,2880
335,"141","",Aldershvilevej,12.45193431,55.76335474,2880
336,"143","",Aldershvilevej,12.45168279,55.76349327,2880
337,"145","",Aldershvilevej,12.45134006,55.76362824,2880
338,"147","",Aldershvilevej,12.4509033,55.76372432,2880
339,"149","",Aldershvilevej,12.45088838,55.76412008,2880
340,"151","",Aldershvilevej,12.45052586,55.76452922,2880
341,"153","",Aldershvilevej,12.45028159,55.76472094,2880
342,"155","",Aldershvilevej,12.45015659,55.7648872,2880
343,"157","",Aldershvilevej,12.45000146,55.76504647,2880
344,"159","",Aldershvilevej,12.44994265,55.76526877,2880
345,"161","",Aldershvilevej,12.44994534,55.76546516,2880
346,"103",kl,Aldershvilevej,12.45865017,55.76177508,2880
347,"103A",kl,Aldershvilevej,12.4584063,55.7614068,2880
348,"103","",Aldershvilevej,12.45865017,55.76177508,2880
349,"57B","",Aldershvilevej,12.46558806,55.76245162,2880
350,"108",st.n,Aldershvilevej,12.45724979,55.7626086,2880
351,"108",st.p,Aldershvilevej,12.45724979,55.7626086,2880
352,"108",st.q,Aldershvilevej,12.45724979,55.7626086,2880
353,"108",st.r,Aldershvilevej,12.45724979,55.7626086,2880
354,"108",st.s,Aldershvilevej,12.45724979,55.7626086,2880
355,"109",st.3,Aldershvilevej,12.4573404,55.76233173,2880
356,"110B",st.tv,Aldershvilevej,12.45610427,55.76267116,2880
357,"111",st.2,Aldershvilevej,12.45709909,55.76234751,2880
358,"111",st.3,Aldershvilevej,12.45709909,55.76234751,2880
359,"112A",st.th,Aldershvilevej,12.45597716,55.76286724,2880
360,"112B",st.tv,Aldershvilevej,12.45578342,55.76288186,2880
361,"113",st.4,Aldershvilevej,12.45686172,55.76236283,2880
362,"114",st.tv,Aldershvilevej,12.45556831,55.76292172,2880
363,"115",st.a,Aldershvilevej,12.45646807,55.76211523,2880
364,"115",st.g,Aldershvilevej,12.45646807,55.76211523,2880
365,"116A",st.tv,Aldershvilevej,12.45555535,55.76288522,2880
366,"117",st.a,Aldershvilevej,12.4562638,55.7623927,2880
367,"117",st.b,Aldershvilevej,12.4562638,55.7623927,2880
368,"117",st.d,Aldershvilevej,12.4562638,55.7623927,2880
369,"118",st.mf,Aldershvilevej,12.45553397,55.7628112,2880
370,"119",st.b,Aldershvilevej,12.4559302,55.76241081,2880
371,"119",st.d,Aldershvilevej,12.4559302,55.76241081,2880
372,"120",st.th,Aldershvilevej,12.45552544,55.76276891,2880
373,"121A",st.th,Aldershvilevej,12.45548813,55.76207556,2880
374,"121A",st.tv,Aldershvilevej,12.45548813,55.76207556,2880
375,"121B",st.tv,Aldershvilevej,12.45550285,55.76218772,2880
376,"121C",st.th,Aldershvilevej,12.45551757,55.76229997,2880
377,"121D",st.th,Aldershvilevej,12.45553229,55.76241221,2880
378,"121D",st.tv,Aldershvilevej,12.45553229,55.76241221,2880
379,"123",st.tv,Aldershvilevej,12.45539343,55.76248113,2880
380,"125",st.mf,Aldershvilevej,12.45524392,55.76251618,2880
381,"126",st.th,Aldershvilevej,12.45381292,55.76296393,2880
382,"127",st.th,Aldershvilevej,12.45483442,55.76255773,2880
383,"127",st.tv,Aldershvilevej,12.45483442,55.76255773,2880
384,"129",st.tv,Aldershvilevej,12.45443552,55.76257327,2880
385,"96A",st.tv,Aldershvilevej,12.45814377,55.76295944,2880
386,"97",st.tv,Aldershvilevej,12.45964897,55.7624084,2880
387,"98A",st.tv,Aldershvilevej,12.45851327,55.76285687,2880
388,"98B",st.th,Aldershvilevej,12.45850189,55.76272133,2880
389,"98B",st.tv,Aldershvilevej,12.45850189,55.76272133,2880
390,"99",st.th,Aldershvilevej,12.45928294,55.76238086,2880
391,"99",st.tv,Aldershvilevej,12.45928294,55.76238086,2880
392,"100",st.a,Aldershvilevej,12.45776824,55.76253673,2880
393,"100",st.b,Aldershvilevej,12.45776824,55.76253673,2880
394,"102",st.th,Aldershvilevej,12.45778053,55.76262144,2880
395,"102",st.tv,Aldershvilevej,12.45778053,55.76262144,2880
396,"103A",st.th,Aldershvilevej,12.4584063,55.7614068,2880
397,"103A",st.tv,Aldershvilevej,12.4584063,55.7614068,2880
398,"103C",st.th,Aldershvilevej,12.45835818,55.7616502,2880
399,"103E",st.th,Aldershvilevej,12.45831051,55.76191301,2880
400,"103E",st.tv,Aldershvilevej,12.45831051,55.76191301,2880
401,"103G",st.1,Aldershvilevej,12.45826029,55.7621651,2880
402,"103G",st.3,Aldershvilevej,12.45826029,55.7621651,2880
403,"103H",st.1,Aldershvilevej,12.45825208,55.76228672,2880
404,"103H",st.2,Aldershvilevej,12.45825208,55.76228672,2880
405,"103H",st.3,Aldershvilevej,12.45825208,55.76228672,2880
406,"104",st.th,Aldershvilevej,12.45759423,55.76267686,2880
407,"104",st.tv,Aldershvilevej,12.45759423,55.76267686,2880
408,"106",st.tv,Aldershvilevej,12.45734952,55.76269391,2880
409,"107",st.1,Aldershvilevej,12.45761974,55.76229338,2880
410,"108",st.m,Aldershvilevej,12.45724979,55.7626086,2880
411,"108",st.1,Aldershvilevej,12.45724979,55.7626086,2880
412,"109",st.1,Aldershvilevej,12.4573404,55.76233173,2880
413,"109",st.2,Aldershvilevej,12.4573404,55.76233173,2880
414,"109",st.4,Aldershvilevej,12.4573404,55.76233173,2880
415,"110A",st.th,Aldershvilevej,12.45622391,55.76266068,2880
416,"110A",st.tv,Aldershvilevej,12.45622391,55.76266068,2880
417,"111",st.1,Aldershvilevej,12.45709909,55.76234751,2880
418,"111",st.4,Aldershvilevej,12.45709909,55.76234751,2880
419,"112A",st.tv,Aldershvilevej,12.45597716,55.76286724,2880
420,"112B",st.th,Aldershvilevej,12.45578342,55.76288186,2880
421,"113",st.1,Aldershvilevej,12.45686172,55.76236283,2880
422,"113",st.2,Aldershvilevej,12.45686172,55.76236283,2880
423,"113",st.3,Aldershvilevej,12.45686172,55.76236283,2880
424,"114",st.mf,Aldershvilevej,12.45556831,55.76292172,2880
425,"114",st.th,Aldershvilevej,12.45556831,55.76292172,2880
426,"115",st.b,Aldershvilevej,12.45646807,55.76211523,2880
427,"115",st.c,Aldershvilevej,12.45646807,55.76211523,2880
428,"115",st.d,Aldershvilevej,12.45646807,55.76211523,2880
429,"115",st.e,Aldershvilevej,12.45646807,55.76211523,2880
430,"115",st.f,Aldershvilevej,12.45646807,55.76211523,2880
431,"115",st.h,Aldershvilevej,12.45646807,55.76211523,2880
432,"116A",st.th,Aldershvilevej,12.45555535,55.76288522,2880
433,"116B",st.th,Aldershvilevej,12.45554599,55.76284251,2880
434,"116B",st.tv,Aldershvilevej,12.45554599,55.76284251,2880
435,"117",st.c,Aldershvilevej,12.4562638,55.7623927,2880
